SALEDATE,SALESTIME,STAFF,INVNO,PLU,PROD,QTY,PRICE,DISCOUNT,TOTAL,MOP,SALESTATUS,COGS,DEPT,TAX1NAME,TAX2NAME,TAX1,TAX2,CH2,PRTFLAG,CLIENT,CITY,STATE,CUSTNO,SUPPLIER,AUTHCODE,PROCESSDAT,ACQREFDAT,RECORDNO,REFNO,COMISSION
3/20/2019,13:07,MOHAMMAD,OP1-9347,BKGMK352,AI GM DD KIT,1.00,24.99,0.00,24.99,CASH,SALE,4.20,INSTALL,,,5.42,0.00,0.00,FALSE,QUASHA MOORE,,,OP14112,,,,,,,
3/20/2019,13:07,MOHAMMAD,OP1-9347,WH0033,GM 2004 UP-HHR MALIBU HARNESS,1.00,24.99,0.00,24.99,CASH,SALE,4.50,INSTALL,,,5.42,0.00,0.00,FALSE,QUASHA MOORE,,,OP14112,,,,,,,
3/20/2019,17:20,JAWAD,OP1-9348,GMD9601,PIONEER 1200 W RMS 1OHM,1.00,249.99,0.00,-249.99,CASH,RETURN,-159.40,AMP,,,0.00,0.00,0.00,FALSE,FLOYD THOMPSON,,,OP14102,,,,,,,
3/20/2019,17:20,JAWAD,OP1-9348,GMDX971,PIONEER 1200 RMS AMP 1OHM,1.00,249.99,0.00,249.99,CASH,SALE,180.00,AMP,,,0.00,0.00,0.00,FALSE,FLOYD THOMPSON,,,OP14102,,,,,,,
3/20/2019,17:20,JAWAD,OP1-9348,UNKNOWN ITEM,WARRANTY  AND SHIPPING,1.00,30.00,0.00,30.00,CASH,SALE,0.00,,,,0.00,0.00,0.00,FALSE,FLOYD THOMPSON,,,OP14102,,,,,,,
3/21/2019,14:07,JAWAD,OP1-9349,RFI16,ROCKFORD 16FT RCA,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,6.40,INSTALL,,,4.17,0.00,0.00,FALSE,,,,,,,,,,,
3/21/2019,14:07,JAWAD,OP1-9349,SSDB2034,SOUND QUEST OG TO 4G DIST,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,10.00,INSTALL,,,4.17,0.00,0.00,FALSE,,,,,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,AVH211EX,PIONEER DVD BLUETOOTH,1.00,199.99,0.00,199.99,VISA,SALE,152.00,VIDEO,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,DVD,LABOR DVD,1.00,70.00,0.00,70.00,VISA,SALE,0.00,LABOR,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,ACA801,AUXIOVOX CAMERA,1.00,99.99,0.00,99.99,VISA,SALE,60.00,VIDEO,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,MS3,LABOR ONE HOUR,1.00,120.00,0.00,120.00,VISA,SALE,0.00,LABOR,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,ASWC,STEERING WEEL CONTR,1.00,79.99,0.00,79.99,VISA,SALE,37.06,INSTALL,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,TSA652F,PIONEER 6.5 3 WAY SPK,2.00,79.99,0.00,159.98,VISA,SALE,70.00,SPEAKER,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,SP1,LABOR SPEAKER,2.00,45.00,0.00,90.00,VISA,SALE,0.00,LABOR,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,VISA,SALE,0.00,LABOR,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,VISA,SALE,3.78,INSTALL,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,BKGMK318,BEST KITS GM 06-UP DD,1.00,24.99,0.00,24.99,VISA,SALE,3.89,ACCESSORIES,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/21/2019,17:32,MOHAMMAD,OP1-9350,BHA2105,BEST HARNESS GM 07-UP,1.00,24.99,0.00,24.99,VISA,SALE,1.68,INSTALL,,,50.51,0.00,0.00,FALSE,BASHEER ALSAL,,,OP13898,,,,,,,
3/22/2019,16:17,MOHAMMAD,OP1-9351,KFCX174,KENWOOD EXCELON 6.5 IN COAX    6.5,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,50.00,SPEAKER,,,6.68,0.00,0.00,FALSE,CHRIS MILLER,,,OP14097,,,,,,,
3/22/2019,16:17,MOHAMMAD,OP1-9351,SP1,LABOR SPEAKER,1.00,60.00,0.00,60.00,DEBIT CARD,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,CHRIS MILLER,,,OP14097,,,,,,,
3/22/2019,16:41,MOHAMMAD,OP1-9352,LCGM24,PAC GM RADIO INTERFACE,1.00,59.99,0.00,59.99,CASH,SALE,26.78,INSTALL,,,5.01,0.00,0.00,FALSE,RYAN ASBERRY,,,OP14113,,,,,,,
3/22/2019,16:41,MOHAMMAD,OP1-9352,MS3,LABOR ONE HOUR,1.00,50.00,0.00,50.00,CASH,SALE,0.00,LABOR,,,5.01,0.00,0.00,FALSE,RYAN ASBERRY,,,OP14113,,,,,,,
3/22/2019,17:52,MOHAMMAD,OP1-9353,BHA6522,BEST KITS CHRYSLER HARNESS 07,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,3.75,ACCESSORIES,,,5.01,0.00,0.00,FALSE,JORDAN ELLIS,,,OP14114,,,,,,,
3/22/2019,17:52,MOHAMMAD,OP1-9353,BKCDK642,BEST KITS DODGE DD KIT,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,3.89,ACCESSORIES,,,5.01,0.00,0.00,FALSE,JORDAN ELLIS,,,OP14114,,,,,,,
3/22/2019,17:52,MOHAMMAD,OP1-9353,BAA22,BEST KITS EURO ANTENNA ADAP,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,4.49,INSTALL,,,5.01,0.00,0.00,FALSE,JORDAN ELLIS,,,OP14114,,,,,,,
3/23/2019,16:31,MOHAMMAD,OP1-9355,1001T,"10"" TRUCK SEALED",2.00,32.99,0.00,65.98,CASH,SALE,30.00,BOXES,,,5.51,0.00,0.00,FALSE,ERNEST ROBINSON,,,OP14008,,,,,,,
3/23/2019,16:31,MOHAMMAD,OP1-9355,UNKNOWN ITEM,GIFT CERTIFICATE 12747,1.00,71.49,0.00,71.49,CASH,CREDIT,0.00,,,,5.51,0.00,0.00,FALSE,ERNEST ROBINSON,,,OP14008,,,,,,,
3/23/2019,16:31,MOHAMMAD,OP1-9355,UNKNOWN ITEM,HAS LEFT $78.51,1.00,0.00,0.00,0.00,CASH,SALE,0.00,,,,5.51,0.00,0.00,FALSE,ERNEST ROBINSON,,,OP14008,,,,,,,
3/25/2019,10:44,JAWAD,OP1-9356,UNKNOWN ITEM,PIONEER 6X9 SPK,1.00,49.99,0.00,49.99,CASH,SALE,0.00,,,,4.17,0.00,0.00,FALSE,ANTONIO BUTLER,,,OP14116,,,,,,,
3/25/2019,10:44,JAWAD,OP1-9356,SP1,LABOR SPEAKER,1.00,35.00,0.00,35.00,CASH,SALE,0.00,LABOR,,,4.17,0.00,0.00,FALSE,ANTONIO BUTLER,,,OP14116,,,,,,,
3/25/2019,10:44,JAWAD,OP1-9356,SP1,LABOR SPEAKER,1.00,25.00,0.00,25.00,CASH,SALE,0.00,LABOR,,,4.17,0.00,0.00,FALSE,ANTONIO BUTLER,,,OP14116,,,,,,,
3/25/2019,13:01,MOHAMMAD,OP1-9357,MVHS312BT,PIONEER USB BLUETOOTH HEADUNIT,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,64.00,HEAD UNIT,,,12.10,0.00,0.00,FALSE,SYLVESTER SISCO,,,OP14117,,,,,,,
3/25/2019,13:01,MOHAMMAD,OP1-9357,CDP,LABOR CD PLAYER,1.00,60.00,0.00,60.00,DEBIT CARD,SALE,0.00,LABOR,,,12.10,0.00,0.00,FALSE,SYLVESTER SISCO,,,OP14117,,,,,,,
3/25/2019,13:01,MOHAMMAD,OP1-9357,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,3.78,INSTALL,,,12.10,0.00,0.00,FALSE,SYLVESTER SISCO,,,OP14117,,,,,,,
3/25/2019,13:01,MOHAMMAD,OP1-9357,BKGMK350,GM AI KIT 04-UP,1.00,29.99,0.00,29.99,DEBIT CARD,SALE,6.05,INSTALL,,,12.10,0.00,0.00,FALSE,SYLVESTER SISCO,,,OP14117,,,,,,,
3/25/2019,13:01,MOHAMMAD,OP1-9357,WH0033,GM 2004 UP-HHR MALIBU HARNESS,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,4.50,INSTALL,,,12.10,0.00,0.00,FALSE,SYLVESTER SISCO,,,OP14117,,,,,,,
3/25/2019,14:02,MOHAMMAD,OP1-9358,8GR,WIRE 8GR,4.00,1.50,0.00,6.00,CASH,SALE,0.00,INSTALL,,,7.76,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/25/2019,14:02,MOHAMMAD,OP1-9358,8GB,WIRE 8GR,4.00,1.50,0.00,6.00,CASH,SALE,0.00,INSTALL,,,7.76,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/25/2019,14:02,MOHAMMAD,OP1-9358,SSGA104,0 T 4 GA ADAPTER,2.00,9.99,0.00,19.98,CASH,SALE,4.40,INSTALL,,,7.76,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/25/2019,14:02,MOHAMMAD,OP1-9358,OWFHM30404,ORION MINI ANL DIST BLOCK,1.00,39.99,0.00,39.99,CASH,SALE,12.50,INSTALL,,,7.76,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/25/2019,14:02,MOHAMMAD,OP1-9358,SSDB2034,SOUND QUEST OG TO 4G DIST,1.00,20.99,0.00,20.99,CASH,SALE,10.00,INSTALL,,,7.76,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/25/2019,14:09,MOHAMMAD,OP1-9359,RFDGM,ROCKFORD GM SIDE POST,1.00,12.99,0.00,12.99,CASH,SALE,3.30,INSTALL,,,8.60,0.00,0.00,FALSE,MARK WAGNER,,,OP14119,,,,,,,
3/25/2019,14:09,MOHAMMAD,OP1-9359,SSVLD48,SOUND QUEST GROUND DIST BLK,2.00,14.99,0.00,29.98,CASH,SALE,8.40,INSTALL,,,8.60,0.00,0.00,FALSE,MARK WAGNER,,,OP14119,,,,,,,
3/25/2019,14:09,MOHAMMAD,OP1-9359,RFK8I,ROCKFORD 8G AMP KIT,1.00,59.99,0.00,59.99,CASH,SALE,35.99,INSTALL,,,8.60,0.00,0.00,FALSE,MARK WAGNER,,,OP14119,,,,,,,
3/25/2019,17:50,MOHAMMAD,OP1-9360,MS3,LABOR ONE HOUR,1.00,50.00,0.00,50.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,TERESA HARRIS,,,OP14120,,,,,,,
3/26/2019,13:25,MOHAMMAD,OP1-9361,EPICCENTER,EPIC CENTER,1.00,179.99,0.00,179.99,DEBIT CARD,SALE,125.00,EQX,,,17.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/26/2019,13:25,MOHAMMAD,OP1-9361,RFI3,ROCKFORD 3FT RCA,1.00,11.99,0.00,11.99,DEBIT CARD,SALE,3.30,INSTALL,,,17.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/26/2019,13:25,MOHAMMAD,OP1-9361,SPRCA2F,SOUND QUEST 2F 1M RCA,2.00,4.99,0.00,9.98,DEBIT CARD,SALE,2.82,ACCESSORIES,,,17.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/26/2019,13:25,MOHAMMAD,OP1-9361,SSGA104,0 T 4 GA ADAPTER,1.00,9.99,0.00,9.99,DEBIT CARD,SALE,2.20,INSTALL,,,17.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
3/26/2019,17:19,JAWAD,OP1-9362,KFCX174,KENWOOD EXCELON 6.5 IN COAX    6.5,1.00,79.99,0.00,79.99,CASH,SALE,50.00,SPEAKER,,,6.68,0.00,0.00,FALSE,THOMAS YEAROUT,,,OP14121,,,,,,,
3/26/2019,17:19,JAWAD,OP1-9362,SP1,LABOR SPEAKER,1.00,50.00,0.00,50.00,CASH,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,THOMAS YEAROUT,,,OP14121,,,,,,,
3/26/2019,17:46,MOHAMMAD,OP1-9363,MS3,LABOR ONE HOUR,2.00,75.00,0.00,150.00,DEBIT CARD,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,NATE TAYLOR,,,OP11262,,,,,,,
3/27/2019,13:49,MOHAMMAD,OP1-9365,,PAYMENT ON LAYAWAY #9365,1.00,100.00,0.00,100.00,CASH,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
3/27/2019,16:03,MOHAMMAD,OP1-9366,AMP,LABOR AMP,1.00,150.00,0.00,150.00,DEBIT CARD,SALE,0.00,LABOR,,,7.93,0.00,0.00,FALSE,ANTONIO SMITH,,,OP13712,,,,,,,
3/27/2019,16:03,MOHAMMAD,OP1-9366,HLC,LABOR HIGH LOW CONVERTER,1.00,30.00,0.00,30.00,DEBIT CARD,SALE,0.00,LABOR,,,7.93,0.00,0.00,FALSE,ANTONIO SMITH,,,OP13712,,,,,,,
3/27/2019,16:03,MOHAMMAD,OP1-9366,LP32,PAC LOCPRO HIGH LOW CON,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,9.65,INSTALL,,,7.93,0.00,0.00,FALSE,ANTONIO SMITH,,,OP13712,,,,,,,
3/27/2019,16:03,MOHAMMAD,OP1-9366,V6RAK4,TSPEC 4G KIT,1.00,69.99,0.00,69.99,DEBIT CARD,SALE,21.00,INSTALL,,,7.93,0.00,0.00,FALSE,ANTONIO SMITH,,,OP13712,,,,,,,
3/27/2019,16:16,JAWAD,OP1-9367,BHA6522,BEST KITS CHRYSLER HARNESS 07,1.00,19.99,0.00,19.99,CASH,SALE,3.75,ACCESSORIES,,,1.67,0.00,0.00,FALSE,,,,,,,,,,,
3/27/2019,16:57,MOHAMMAD,OP1-9368,KFCX174,KENWOOD EXCELON 6.5 IN COAX    6.5,1.00,79.99,0.00,79.99,CASH,SALE,50.00,SPEAKER,,,6.68,0.00,0.00,FALSE,AARON ALEXANDER,,,OP14122,,,,,,,
3/27/2019,16:57,MOHAMMAD,OP1-9368,SP1,LABOR SPEAKER,1.00,60.00,0.00,60.00,CASH,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,AARON ALEXANDER,,,OP14122,,,,,,,
3/27/2019,17:05,JAWAD,OP1-9369,UNKNOWN ITEM,2017 ALTIMA KIT,1.00,39.99,0.00,39.99,DEBIT CARD,SALE,0.00,,,,6.26,0.00,0.00,FALSE,JERRID ALEXANDER,,,OP14123,,,,,,,
3/27/2019,17:05,JAWAD,OP1-9369,BAA36,NISSAN ANTENNA ADAP,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,4.50,INSTALL,,,6.26,0.00,0.00,FALSE,JERRID ALEXANDER,,,OP14123,,,,,,,
3/27/2019,17:05,JAWAD,OP1-9369,BYPASS,BYPASS PARKING BREAK,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,7.00,ACCESSORIES,,,6.26,0.00,0.00,FALSE,JERRID ALEXANDER,,,OP14123,,,,,,,
3/27/2019,17:05,JAWAD,OP1-9369,DVD,LABOR DVD,1.00,95.00,0.00,95.00,DEBIT CARD,SALE,0.00,LABOR,,,6.26,0.00,0.00,FALSE,JERRID ALEXANDER,,,OP14123,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,MVH1400NEX,PIONEER APP CAR PLAY,1.00,349.99,0.00,349.99,AMEX,SALE,220.00,VIDEO,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,DVD,LABOR DVD,1.00,85.00,0.00,85.00,AMEX,SALE,0.00,LABOR,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,AMEX,SALE,0.00,LABOR,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,BHA5520,FORD HARNESS,1.00,15.99,0.00,15.99,AMEX,SALE,2.39,ACCESSORIES,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,BKFMK542,FORD DD KIT,1.00,24.99,0.00,24.99,AMEX,SALE,6.50,INSTALL,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,SP1,LABOR SPEAKER,1.00,50.00,0.00,50.00,AMEX,SALE,0.00,LABOR,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,SP1,LABOR SPEAKER,1.00,60.00,0.00,60.00,AMEX,SALE,0.00,LABOR,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,P1683,ROCKFORD 6X8 COAX,2.00,114.99,0.00,229.98,AMEX,SALE,132.00,SPEAKER,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,CASECRS,CODE ALARM DATA REMOTE START,1.00,99.99,0.00,99.99,AMEX,SALE,50.00,ALARM,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,CA4B5,CODE 4 BUTTON ADD ON REMOTES,1.00,99.99,0.00,99.99,AMEX,SALE,45.00,ALARM,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,RMS,LABOR REMOTE START,1.00,80.00,0.00,80.00,AMEX,SALE,0.00,LABOR,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,ALA,LABOR ALARM,1.00,80.00,0.00,80.00,AMEX,SALE,0.00,LABOR,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,14:12,JAWAD,OP1-9370,ASCL6,CARLINK PHONE APP RECIEVER,1.00,199.99,0.00,199.99,AMEX,SALE,80.00,ALARM,,,85.25,0.00,0.00,FALSE,SARAH JENKINS,,,OP14124,,,,,,,
3/28/2019,15:53,MOHAMMAD,OP1-9371,BKNDK726,BEST KITS 05-06 NISSAN ALTIMA,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,5.39,INSTALL,,,2.09,0.00,0.00,FALSE,,,,,,,,,,,
3/28/2019,16:52,MOHAMMAD,OP1-9372,AGU,FUSE,2.00,2.49,0.00,4.98,DEBIT CARD,SALE,0.50,INSTALL,,,0.42,0.00,0.00,FALSE,,,,,,,,,,,
3/28/2019,18:04,JAWAD,OP1-9373,P3D415,ROCKFORD FOSGATE P3,2.00,229.99,0.00,459.98,CASH,SALE,330.00,SUB,,,38.41,0.00,0.00,FALSE,DARON SMITH,,,OP12920,,,,,,,
3/28/2019,18:04,JAWAD,OP1-9373,UNKNOWN ITEM,PAID LAYAWAY,1.00,300.00,0.00,300.00,CASH,CREDIT,0.00,,,,38.41,0.00,0.00,FALSE,DARON SMITH,,,OP12920,,,,,,,
3/28/2019,18:04,JAWAD,OP1-9373,UNKNOWN ITEM,PAID LAYAWAY,1.00,20.00,0.00,20.00,CASH,CREDIT,0.00,,,,38.41,0.00,0.00,FALSE,DARON SMITH,,,OP12920,,,,,,,
3/29/2019,16:39,JAWAD,OP1-9374,CA4B5,CODE 4 BUTTON ADD ON REMOTES,1.00,99.99,0.00,99.99,DEBIT CARD,SALE,45.00,ALARM,,,10.85,0.00,0.00,FALSE,,,,,,,,,,,
3/29/2019,16:39,JAWAD,OP1-9374,UNKNOWN ITEM,CADATA,1.00,29.99,0.00,29.99,DEBIT CARD,SALE,0.00,,,,10.85,0.00,0.00,FALSE,,,,,,,,,,,
3/29/2019,17:01,MOHAMMAD,OP1-9375,P1S415,ROCKFORD PUNCH 1-15 IN WOOFER,2.00,134.99,0.00,269.98,CASH,SALE,154.00,SUB,,,22.54,0.00,0.00,FALSE,ED WILLIAMS,,,OP14103,,,,,,,
3/30/2019,13:02,MOHAMMAD,OP1-9376,KFCX174,KENWOOD EXCELON 6.5 IN COAX    6.5,1.00,79.99,0.00,79.99,VISA,SALE,50.00,SPEAKER,,,6.68,0.00,0.00,FALSE,DAN BLARR,,,OP14125,,,,,,,
3/30/2019,13:02,MOHAMMAD,OP1-9376,SP1,LABOR SPEAKER,1.00,50.00,0.00,50.00,VISA,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,DAN BLARR,,,OP14125,,,,,,,
3/30/2019,13:02,MOHAMMAD,OP1-9376,MS3,LABOR ONE HOUR,1.00,100.00,0.00,100.00,VISA,SALE,0.00,LABOR,,,6.68,0.00,0.00,FALSE,DAN BLARR,,,OP14125,,,,,,,
3/30/2019,13:02,MOHAMMAD,OP1-9376,UNKNOWN ITEM,AMP BYPASS,1.00,0.00,0.00,0.00,VISA,SALE,0.00,,,,6.68,0.00,0.00,FALSE,DAN BLARR,,,OP14125,,,,,,,
3/30/2019,13:19,MOHAMMAD,OP1-9377,14GS,14 GAUGE STINGER SPK WIRE,10.00,1.25,0.00,12.50,DEBIT CARD,SALE,3.00,INSTALL,,,1.04,0.00,0.00,FALSE,,,,,,,,,,,
3/30/2019,13:27,MOHAMMAD,OP1-9378,AGU,FUSE,1.00,2.49,0.00,2.49,CASH,SALE,0.25,INSTALL,,,0.21,0.00,0.00,FALSE,,,,,,,,,,,
3/30/2019,13:37,MOHAMMAD,OP1-9379,MS3,LABOR ONE HOUR,1.00,50.00,0.00,50.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,LEONARD JONES,,,OP13016,,,,,,,
4/1/2019,11:27,JAWAD,OP1-9380,UNKNOWN ITEM,MUD FLAPS 4 FLAPS,1.00,149.99,0.00,149.99,CASH,SALE,0.00,,,,30.89,0.00,0.00,FALSE,,,,,,,,,,,
4/1/2019,11:27,JAWAD,OP1-9380,MS3,LABOR ONE HOUR,1.00,100.00,0.00,100.00,CASH,SALE,0.00,LABOR,,,30.89,0.00,0.00,FALSE,,,,,,,,,,,
4/1/2019,11:27,JAWAD,OP1-9380,UNKNOWN ITEM,WEATHER TECH FLOOR MATS,1.00,219.99,0.00,219.99,CASH,SALE,0.00,,,,30.89,0.00,0.00,FALSE,,,,,,,,,,,
4/1/2019,13:30,MOHAMMAD,OP1-9381,RFTS4,4 GAUGE RING,1.00,9.99,0.00,9.99,MASTERCARD,SALE,2.70,INSTALL,,,0.83,0.00,0.00,FALSE,,,,,,,,,,,
4/1/2019,16:00,MOHAMMAD,OP1-9382,Q10001D,CADENCE 1000 WATT MONO AMP,1.00,199.99,0.00,199.99,CASH,SALE,100.00,AMP,,,18.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
4/1/2019,16:00,MOHAMMAD,OP1-9382,4GR,POWER WIRE 4G,5.00,3.00,0.00,15.00,CASH,SALE,0.00,INSTALL,,,18.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
4/1/2019,16:00,MOHAMMAD,OP1-9382,4GB,POWER WIRE GROUND,3.00,3.00,0.00,9.00,CASH,SALE,0.00,INSTALL,,,18.70,0.00,0.00,FALSE,PATRICK SPOON,,,OP14118,,,,,,,
4/2/2019,11:22,JAWAD,OP1-9383,CDP,LABOR CD PLAYER,1.00,50.00,0.00,50.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
4/2/2019,15:33,JAWAD,OP1-9384,ASWC,STEERING WEEL CONTR,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,37.06,INSTALL,,,10.02,0.00,0.00,FALSE,THURSTON MONROE,,,OP14126,,,,,,,
4/2/2019,15:33,JAWAD,OP1-9384,NAV,LABOR NAVIGATION,1.00,150.00,0.00,150.00,DEBIT CARD,SALE,0.00,LABOR,,,10.02,0.00,0.00,FALSE,THURSTON MONROE,,,OP14126,,,,,,,
4/2/2019,15:33,JAWAD,OP1-9384,MS3,LABOR ONE HOUR,1.00,20.00,0.00,20.00,DEBIT CARD,SALE,0.00,LABOR,,,10.02,0.00,0.00,FALSE,THURSTON MONROE,,,OP14126,,,,,,,
4/2/2019,15:33,JAWAD,OP1-9384,WH0033,GM 2004 UP-HHR MALIBU HARNESS,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,4.50,INSTALL,,,10.02,0.00,0.00,FALSE,THURSTON MONROE,,,OP14126,,,,,,,
4/2/2019,15:33,JAWAD,OP1-9384,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,3.78,INSTALL,,,10.02,0.00,0.00,FALSE,THURSTON MONROE,,,OP14126,,,,,,,
4/2/2019,17:39,JAWAD,OP1-9385,UNKNOWN ITEM,BACKUP CAMERA REAR VIEW MIRROR,1.00,199.99,0.00,199.99,CASH,SALE,0.00,,,,41.75,0.00,0.00,FALSE,TAD MITCHELL,,,OP11564,,,,,,,
4/2/2019,17:39,JAWAD,OP1-9385,MS3,LABOR ONE HOUR,2.00,75.00,0.00,150.00,CASH,SALE,0.00,LABOR,,,41.75,0.00,0.00,FALSE,TAD MITCHELL,,,OP11564,,,,,,,
4/2/2019,17:39,JAWAD,OP1-9385,CASECRS,CODE ALARM DATA REMOTE START,1.00,99.99,0.00,99.99,CASH,SALE,50.00,ALARM,,,41.75,0.00,0.00,FALSE,TAD MITCHELL,,,OP11564,,,,,,,
4/2/2019,17:39,JAWAD,OP1-9385,CA4B5,CODE 4 BUTTON ADD ON REMOTES,1.00,99.99,0.00,99.99,CASH,SALE,45.00,ALARM,,,41.75,0.00,0.00,FALSE,TAD MITCHELL,,,OP11564,,,,,,,
4/2/2019,17:39,JAWAD,OP1-9385,FLCAN,FLASHLOGIC INTERFACE,1.00,99.99,0.00,99.99,CASH,SALE,48.00,ALARM,,,41.75,0.00,0.00,FALSE,TAD MITCHELL,,,OP11564,,,,,,,
4/2/2019,17:39,JAWAD,OP1-9385,RMS,LABOR REMOTE START,1.00,80.00,0.00,80.00,CASH,SALE,0.00,LABOR,,,41.75,0.00,0.00,FALSE,TAD MITCHELL,,,OP11564,,,,,,,
4/3/2019,11:03,MOHAMMAD,OP1-9386,,PAYMENT ON LAYAWAY #9386,1.00,200.00,0.00,200.00,CASH,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
